app_id,reviewId,userName,review,datetime
id.go.kpu.sirekap2024,dc13c086-e9d2-403c-bc18-c6aaa80a966d,Nur Kholis Kholis,Pengalaman saya di pilkada 2024 yg kebetulan saya sendiri memegang sirekap Sangat bagus cepat dan akurat,2024-12-11 08:53:31
id.go.kpu.sirekap2024,a5adc232-3f9c-4957-a05e-d0a3d527bf02,Dyandra Lukita,Sangat membantu tugas KPPS dalam menghitung perolehan suara. Cuma kendala nya di sinyal kalau sinyal kurang mendukung ya tidak bisa unggah data,2024-12-05 07:29:33
id.go.kpu.sirekap2024,04a38ba8-7a05-45ff-ba64-7af32705c506,Cep anggi Fauzi,Untuk sekarang sirekap berjalan sesuai dengan yg di harapkan tidak pas waktu pemilu.. Semoga 5 tahun yg akan datang sirekap lebih baik pagi,2024-12-04 16:12:45
id.go.kpu.sirekap2024,361d1b75-2e98-4ae0-9d81-d9887d26b853,marlion trivotus,testo,2024-12-03 17:39:00
id.go.kpu.sirekap2024,77a6bdae-2db7-49a9-a930-4f57dbe4dbba,M Nazar,👍,2024-12-03 16:09:58
id.go.kpu.sirekap2024,d1769a45-508c-4d0e-8953-356cf786dacb,Ramlan Lan,Kenapa ungah daftar gak bisa,2024-12-03 11:16:31
id.go.kpu.sirekap2024,ea594fff-9d0d-4245-858b-50fb66c147da,Robby Fahmi Aulal Hidayat 091,"Aplikasi sudah lebih baik daripada sirekap pilpres, saran saya, untuk kamera lebih baik menggunakan setting mode kamera biasa saja daripada kamera mode malam, karena di banyak device lebih bagus hasil potret menggunakan kamera biasa walaupun saat malam hari",2024-12-03 09:42:28
id.go.kpu.sirekap2024,fb557927-b051-4762-9c36-a11bf6cb7f93,Opni Wenda,Baik,2024-12-03 00:31:53
id.go.kpu.sirekap2024,b3c45bf4-817e-4483-94c5-ea716c478bd2,wifrul #083,Aman gak ada bug,2024-12-02 17:44:14
id.go.kpu.sirekap2024,43939252-3632-49c4-ab92-71abecebd5a0,Riswan Alfendi,Bintang 4 karena ada masalah di peng upload an daftar hadir kemarin,2024-12-02 10:17:01
id.go.kpu.sirekap2024,dee92e19-f314-4400-b681-c68dc8a4177c,Anisa Nor Tiara,"Testimoni dari kami TPS 01 Bago Tanggul... Mengenai Penggunaan aplikasi sirekap pilkada tahun 2024 cukup bagus ada peningkatan di bandingkan dengan Pilpres tahun 2024, mungkin ada kendala jaringan tetapi proses tetap berjalan dengan lancar",2024-12-02 09:55:58
id.go.kpu.sirekap2024,4687f64a-3cea-4601-999e-2b1f096f0a4d,Kukuh D Pratama,Alhamdulillah aplikasinya sudah lebih lancar dan digunakan saat hari pemungutan suara lancar tanpa ada kendala sama sekali. Good KPU sudah berbenah dari masalah Pemilu kemarin,2024-12-01 12:00:50
id.go.kpu.sirekap2024,0f60dad3-5302-4ad9-a79b-f4b8b2d8d357,Jamal Abdul Nasir,"Jamal Dr TPS 1 Loktabat Selatan, Banjarbaru. Aplikasi ny berjalan dengan baik dan lancar. Terima kasih sdh mempermudah kami sebagai KPPS dalam melaksanakan pilkada thn ini.",2024-11-30 19:20:58
id.go.kpu.sirekap2024,3966fc8e-fd6e-45b9-a0f7-9f71b326df29,agung susilo,"Sudah lebih banyak kemajuan, gambar lebih jernih, proses login lebih mudah, hanya kendala upload daftar hadir memerlukan waktu yg sangat lama...",2024-11-30 17:31:59
id.go.kpu.sirekap2024,3897b8f4-3f1d-4fb8-9b93-3bf02d0dd27b,Aly Sapoetra,Pilkada kemarin sangat Luar biasa,2024-11-30 12:49:26
id.go.kpu.sirekap2024,4c20d4d7-604c-4f81-ad7d-c88a87c3dbb2,Yefita Zebua,Sukses selalu,2024-11-29 17:15:09
id.go.kpu.sirekap2024,9aa135c5-4d20-4877-98ba-3b8e6df330c3,Warnu Pranoto,Bagus banget,2024-11-29 13:39:15
id.go.kpu.sirekap2024,6ac44b06-b4b5-46bd-b0fc-02c58fee8c12,Rendra Flam,Aplikasi pemerintah gak jelas.,2024-11-28 21:45:39
id.go.kpu.sirekap2024,b1aa8f78-1f6b-461f-86b3-fd672135340d,Mad Budiman,Mantap 👍,2024-11-28 20:32:02
id.go.kpu.sirekap2024,b586a9e2-e757-4752-a8ce-117804c89fbb,Reja07 Reds,Terima kasih sudah membantu saya,2024-11-28 20:23:44
id.go.kpu.sirekap2024,e8f49f25-1649-4689-ac9c-750d10a4443a,Rizal ramdan,"Tidak bisa unggah berkas, setiap diunggah malah keluar terus",2024-11-28 17:22:30
id.go.kpu.sirekap2024,a758c84d-85f5-44e3-a6a9-a379b29664dd,Sulistianingsih,"Ganti dari bintang 1 ke bintang 4 karena banyak perkembangan di aplikasi ini, pas pemilu kemarin jelek bgt banyak kendala tapi di pilkada kali ini udah bagus aplikasi lancar paling beberapa kali gagal upload berkas tapi masih bisa di atasi, semoga pemilu selanjutnya makin bagus dan gak usah ganti dan buat aplikasi baru buang buang anggaran, pertahanin yang ini dan kembangin biar makin mudah aja",2024-11-28 16:57:28
id.go.kpu.sirekap2024,b80b6b7e-e427-4209-b4a5-3042aeffd98e,Fian Rando,"Kira kira, kalau yg versi 2.71 yg Sdh di rekap, apa bisa datanya login otomatis ke 2.73 ? Ijin petunjuk 🙏",2024-11-28 16:26:00
id.go.kpu.sirekap2024,8a994757-e981-4ed5-8d69-da19982ceb12,siti mufarrohah,Sebelum nya lancar lancar aja tidak ada kendali tapi setelah hari H mau unggah yg pdf nya gagal terus,2024-11-28 15:56:27
id.go.kpu.sirekap2024,52eadcfb-9704-4a48-9198-38aa54a09133,NATALIS PEKEI,Oke,2024-11-28 14:39:18
id.go.kpu.sirekap2024,14f34e8d-3cb3-4adf-b66a-fa8d323fc3fc,ikhsan munawar,🗿,2024-11-28 13:59:15
id.go.kpu.sirekap2024,4c12eec6-d09c-4e3e-8790-f954f3449850,Hizkia Meydi Manasye,"Min tolong punya saya, tinggal upload berkas daftar hadir, tapi saya tinggal sampai sekarang udah 13 jam masih belum bisa juga di upload, tampilan tetap sama dengan saya terakhir upload, udah saya coba pakai WiFi & Data tapi juga belum bisa Penyimpanan saya juga masih 10gb Tolong min di perbaiki🙏🏽🙏🏽",2024-11-28 12:50:44
id.go.kpu.sirekap2024,4ef8c0fd-9fb9-4183-b4d8-be7f5435c8dc,Sayyid Ahmad Ardy Hasan Hasan,"Istimewa beritanya, jelas dan akurat",2024-11-28 12:30:19
id.go.kpu.sirekap2024,a85b2825-5158-403f-bfcc-b69563d598da,Fadil Fajriansyah,"aplikasi kntol nyusahin kpps, developer TOLOL",2024-11-28 12:13:34
id.go.kpu.sirekap2024,13be18e9-33e4-4d4f-af26-ceda36fe76d8,Hamzah Jusuf,Steady,2024-11-28 11:58:46
id.go.kpu.sirekap2024,1d950146-952b-451e-a6f4-d0ac6fc4906d,SEPTIAN SYEKTI W,"Aplikasinya kurang stabil, scanner camera juga kurang bagus, suka ngelag ngelag, sarannya agar ada pilihan upload terutama untuk daftar hadir dan tanda terima dan kejadian khusus karena dengan scanner yang tidak stabil seperti ini cukup sulit menangkap gambar yang bagus",2024-11-28 11:15:40
id.go.kpu.sirekap2024,919886ae-7133-41f7-91df-f5de8a9eee5c,kolop kolop,selalu menyusahkan yg bawah,2024-11-28 10:55:03
id.go.kpu.sirekap2024,3a467479-b768-405f-897e-607a949e694e,Zakaria Al-Jawiyah,Aplikasi nya Bapuk..!!!,2024-11-28 09:09:27
id.go.kpu.sirekap2024,7e40db7e-295b-4446-93a4-513c2363ad01,andre ardi,"Bug buat dokumen lama dan foto halaman 2 capres tidak bisa buka ( edit sdh ada kemajuan aplikasinya, saran untuk server BW nya di perbesar agar bisa upload cepat)",2024-11-28 08:28:47
id.go.kpu.sirekap2024,f1843531-1856-4a94-9564-b83b49322050,Aksa Sehandra,"Terkendala di unggah daftar hadir, tolonglah di benahi lagi aplikasinya. Hasil kamera sirekap buram dan kurang stabil saat pengambilan foto c hasil dll di malam hari, lebih bagusnya pakai kamera bawaan hp saja saat pengambilan foto.",2024-11-28 04:13:42
id.go.kpu.sirekap2024,b55539f2-a28a-4151-8fb3-79c1fce0a225,Dede Ahmad,Good,2024-11-27 22:23:28
id.go.kpu.sirekap2024,cf0ddcc3-f6c3-43e9-a736-49b8eaf343c0,revalda stefani,"Eh tolong dong susah banget ini mau Upload, kenapa ya sekali gagal itu gak bisa lagi. Sudah banget padhal misalkan upload Dokumen lain itu bisa.",2024-11-27 21:36:32
id.go.kpu.sirekap2024,920fd4bf-b429-4407-b623-2b7f9838a7cb,0375 Septiandi Putra,wadalah ada error. reinstall APP malah dari 0 lagi 🗿🗿 blok... pdhl udh di kunci dan dikirim semua berkasnya. tinggal dibagian absen dptnya saja yang error. asli malah nyusahin ngent,2024-11-27 21:29:26
id.go.kpu.sirekap2024,465b1987-8d40-46e1-bc83-713a60ab8ae1,Ros Tini,"Tolong benahi kinerja sistemnya dlu, jangan kayak proyek yang sifatnya yang penting jadi, masa iya sebelum2 tahun pemilu atau pilkada persiapannya gitu2 aja buat aplikasi ini apalagi nanti 2029 wkwkw buat kunci dan upload aja lama",2024-11-27 20:57:38
id.go.kpu.sirekap2024,aaac68e0-f64f-4852-9e86-e52c1899674d,dimas ivan anggara,"Tidak ada perubahan, selalu salah membaca angka, server selalu keteteran, niatnya mempermudah&mempercepat tapi malah mempersulit",2024-11-27 20:47:05
id.go.kpu.sirekap2024,efb4b5b8-9900-4869-af50-a9cef51f47a5,WO Pelor,Smg bermanfaat,2024-11-27 20:25:59
id.go.kpu.sirekap2024,6cfcb69a-b9de-4356-9a5e-c2f3d0d0ae77,Binur Wanto,"Kagak jelas,keseringan gagal upload file daftar hadir sampe nyoba 25 kali",2024-11-27 20:20:13
id.go.kpu.sirekap2024,bd35da7b-33f8-489a-a234-75285876373a,senggol Dong,"tolong dong di perbagus lagii , saya mau unggah daftar hadirr susah banget",2024-11-27 20:18:42
id.go.kpu.sirekap2024,0e9347a4-1cbd-4cf5-9940-e66996fcbe0a,Ganesha aditiya lintar hyang wijaya kusuma,Eror terusss,2024-11-27 19:51:22
id.go.kpu.sirekap2024,d7f31d86-d07f-4650-b895-7c188c5f7b88,baruja nuari,"mau upload daftar hadir susah amat, gagal mulu, malah memperlambat pekerjaan, segini doang nih aplikasi dr APBN?!!",2024-11-27 19:41:07
id.go.kpu.sirekap2024,cc7172ff-baf6-4387-8172-bdbff1b020c9,Iqbal Sanjaya,"Tolong untuk tambahkan fitur unduh data, agar kalau tidak sengaja kehapus data bisa di unduh lagi. Jadi berkas yang sudah di kunci lalu di unggah kalau ga sengaja kehapus data bisa dipulihkan kembali, itu akan sangat membantu untuk operator yang ada masalah.",2024-11-27 19:30:20
id.go.kpu.sirekap2024,42aa226c-e6c9-45dd-bbd6-9e35c82429fa,Rizki Gilang,"Aplikasi bapuk banyak bug saat pengambilan photo selalu lag, kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk😫👎👎",2024-11-27 19:09:53
id.go.kpu.sirekap2024,0c59def6-afb0-461f-8d60-d217f634375a,Riski Ar_Rafi,Pas hari H nya unggah data daftar hadir tidak bisa error mulu😥,2024-11-27 19:02:39
id.go.kpu.sirekap2024,5a1b3748-9d6d-4285-b323-e4e325d1f842,Muhtar Riezal,Aplikasi cacat,2024-11-27 18:46:35
id.go.kpu.sirekap2024,2c193ce5-376d-4981-8f1f-787054a02d1e,Fahrul Hy,Apk mempersulit tidak mempermudah,2024-11-27 18:34:01
id.go.kpu.sirekap2024,ead01845-7324-4f73-9139-1a23996b4d9f,Rendi Saputrama,Banyak bug,2024-11-27 18:12:44
id.go.kpu.sirekap2024,d0c1bb3b-f2cd-4a27-80bb-bfd40c1f6252,muhamad hf,Apk ga jelas ngunggah aja lama . Lemah,2024-11-27 18:07:18
id.go.kpu.sirekap2024,5890fa13-9abf-4e8b-bff1-0df510eed22b,Jajang W12,Gagal terus,2024-11-27 17:53:25
id.go.kpu.sirekap2024,e33fa72f-d625-4131-bde4-fb87b799d3b2,Pukrie,Hapus nya gaguna sangat bagus kalo tidak ada,2024-11-27 17:29:44
id.go.kpu.sirekap2024,b23adcbd-be21-4b6d-930e-fc0c3d984258,Cristhine Tarapanjang,Mantap,2024-11-27 17:14:52
id.go.kpu.sirekap2024,3f73a2eb-6e6e-4ed4-aeaf-32acd80c4239,teguh mulyasin,"Aplikasi busuk , kebanyakan di korupsi ya gini Login aja susah",2024-11-27 16:04:45
id.go.kpu.sirekap2024,7abd650e-80d6-4cc8-87a4-cf068c11a5e3,JALUR LANGIT,Sangat membantu dan mudah di gunakan.,2024-11-27 16:00:05
id.go.kpu.sirekap2024,492254ac-60a3-4329-9d2a-9c32029052dc,obob Robiansyah,"aplikasi pemerintah masih jauh kualitasnya sama online shop, padahal yg pake cuma 1 hari doang",2024-11-27 15:41:32
id.go.kpu.sirekap2024,8bdcde38-f01d-46af-941f-931f6c7bd8b1,AGUSTINUS DUWIT,Sangat membantu,2024-11-27 15:09:06
id.go.kpu.sirekap2024,6d7fa312-f12c-4c64-91ea-a6ab352fb302,Zarkasyi Enjar,Ajib,2024-11-27 03:28:45
id.go.kpu.sirekap2024,135971d1-a337-4d0b-880f-0ac7fed8fce0,Dimas Irfan Maulana,"username betul, password betul, saat submit masuk gak bisa. duuh repot banget",2024-11-27 00:29:02
id.go.kpu.sirekap2024,ce8173f0-09ef-4b14-b85b-e474c0c0392a,Nimrod Landena,"Aplkasi burik...sangat susah untuk didownload.....ditambah lagi pas unggah berkas sangat susah.......... Yg buat aplikasih ini lebih baik di hapus sj....lebih baik pake manual......yg dulu pake manual sj pemilu berjalan lancar....sekarang malah pake aplikasi buat tambah ribet di tambah lagi aplikasih yg tdk berguna ini.....aplikasi sangat burik...buang"" pulsa data",2024-11-27 00:00:18
id.go.kpu.sirekap2024,72ba4178-3745-41be-8a42-058e07a514d3,Diana ziepox pox,"Gak bisa login, diperlukan otentikasi yg gak tau harus nyari dimana otentikasi nya, karna gak ada dapat chat wa atau melalui email untuk kode otentikasi",2024-11-26 22:54:50
id.go.kpu.sirekap2024,73711bca-a2ef-4a66-9542-be714d127885,Bop Leanwatu,Mantap,2024-11-26 22:38:48
id.go.kpu.sirekap2024,7c370e97-377a-4a47-bcfe-39735eac5e4d,Aplena Sumuai,Saya mau masuk aplikasi sirekapAplena Sumuai,2024-11-26 22:30:53
id.go.kpu.sirekap2024,374404ef-be01-4db0-a63e-ee6099235ac6,dody zulfan,Tolong diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,2024-11-26 22:30:23
id.go.kpu.sirekap2024,952ac1bd-86f7-4c90-9601-e1adcd036961,Suci Putri,Buruk,2024-11-26 21:08:00
id.go.kpu.sirekap2024,8eeab2bd-827a-40c5-a2c9-bf265915ebaa,Yayah Munjiah,Bismillah lancar,2024-11-26 19:39:56
id.go.kpu.sirekap2024,576eb5ee-9e80-4bdc-bb2a-16b5a089a627,Agus Khoiri,Lupa sandi sirekap gimana solusinya min😭😭😭😭,2024-11-26 19:28:52
id.go.kpu.sirekap2024,82ff5a02-e3f6-430d-a588-4e3de1bee01a,Sakuni Muhamad,mantap,2024-11-26 19:28:13
id.go.kpu.sirekap2024,510620df-8c31-4ecc-bb3d-7514e1fef1c1,Rasyid din,"Mohon untuk di perbaiki lagi sitemnya, kadang ngeleg",2024-11-26 18:24:32
id.go.kpu.sirekap2024,aefa0afb-6430-44ed-9805-be95f052e0fe,Jajang indra,Yang lupa password bagaimana ya di apk tidak klik lupa password,2024-11-26 17:59:29
id.go.kpu.sirekap2024,957a1f96-c7f3-4165-b9c6-23554b5acfd9,Oplo Oplo,Saya rasa di mohon untuk evaluasi terkait sirekap.jangan mempersulit kita.sistem sama saja seperti pilper. Tidak ada pembenahan sama sekali. Terkendala di upload daftar hadir nyiksa. Antal antalan,2024-11-26 15:58:47
id.go.kpu.sirekap2024,ab555e13-3e3d-41ad-80df-8c1563255855,Muhammad Abdulaziz,Masuk sekali,2024-11-26 14:45:41
id.go.kpu.sirekap2024,01f5124b-3f70-4eb3-978b-580bcd68b760,Teguh Ramadan,"Selama Bimtek dan Produjinasional2 sih aman tapi gatau nanti pas scan setelah penghitungan suara bakal bisa apa enggak, semoga aja bisa dan lancar.",2024-11-26 14:30:04
id.go.kpu.sirekap2024,fda84dea-b7e2-4076-81f0-84a0bb188fcf,Bahagie Bahagie,Siap,2024-11-26 13:55:24
id.go.kpu.sirekap2024,ec072451-4daa-4655-b390-738289f16789,kanx herie aliem,Versi baru lebih gampang membaca angka,2024-11-26 13:31:25
id.go.kpu.sirekap2024,0c1697bb-0033-4bb9-917e-8cb60ac58462,La Mirlan,🙏🏼,2024-11-26 11:12:20
id.go.kpu.sirekap2024,4e5c2f36-6931-4a80-a3df-2736af23360d,Aripin Saepuloh,"Aplikasinya macet. Penyimpanan banyak, sinyal full kuota besar. Tetep mandeg di submit",2024-11-26 10:36:41
id.go.kpu.sirekap2024,b349f4f5-e72d-4970-8bd7-f47393aef6a2,jamjuri Jimy,Sedang dugunakan,2024-11-26 10:36:16
id.go.kpu.sirekap2024,acb0fab8-983b-4b76-983c-e3699ee80598,Imam Riyadi,Apk badut tidak bisa di andalkan mending di tiadakan saja,2024-11-25 23:13:25
id.go.kpu.sirekap2024,e3bc41f1-8e39-4f04-b089-9ac85522edf4,Shafiq Manoban97,Aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,2024-11-25 21:03:38
id.go.kpu.sirekap2024,6ca5dcde-bfb7-436e-a27e-110c5c3502f0,Ricky Irawan,Sangat membantu suatu pekerjaan,2024-11-25 20:13:01
id.go.kpu.sirekap2024,3a79d2b7-6b4c-4596-a965-95e5a5e89ffc,Sholeh Ilham,bikin susah,2024-11-25 18:08:33
id.go.kpu.sirekap2024,07c90be3-f961-4218-87ba-8c7147ae5687,Raden Koesnaidi,Transport kenapa bisa gitu sih pelantikan sama bimtek,2024-11-25 17:56:52
id.go.kpu.sirekap2024,bc926c56-b774-4c00-8e48-cad101c45865,Geprek Sucipto,"Kesel dikit, ruang penyimpanan masih 9GB tp masih aj gagal kunci dokumen daftar hadir segala macam. Tapi harapanku semoga hari H nya dilancarkan.",2024-11-25 17:06:04
id.go.kpu.sirekap2024,cda6d209-c38c-44f8-a8c2-4cabb8244a49,Musisi receh,Klo udah di kunci ga bisa di Edit tiap bimtek harus hapus data APK KAYA GINI DI PAKE SAMA NEGARA_ BUKAN NYA DI PERMUDAH DI PERSULIT,2024-11-25 17:02:04
id.go.kpu.sirekap2024,7d8dd169-9428-4ab7-a771-79fb33697a9e,Diane Arendeng,Bagus,2024-11-25 15:20:20
id.go.kpu.sirekap2024,77e16008-305e-4e1f-b306-cc17654ddde9,Aisyah 1739,Membantu kita saat pemilu,2024-11-25 14:57:09
id.go.kpu.sirekap2024,7228aa65-e40d-4c2d-b20b-ced7cd08ade7,Arif Ali Muntaha,Bagus,2024-11-25 14:50:22
id.go.kpu.sirekap2024,24d12c31-ff9a-48d5-a8f2-4066a86f56b6,Paulina Gobay,Bagus sekali,2024-11-25 13:36:51
id.go.kpu.sirekap2024,04c3d38b-406f-49c1-81be-7d03969a4131,Adnan Usman,"Aplikasi ngak ngotak, masuk aja susah👎",2024-11-25 12:15:08
id.go.kpu.sirekap2024,1793445b-c238-467b-bc14-668f0ed5140e,yudie san,Ok,2024-11-25 07:45:04
id.go.kpu.sirekap2024,22ce9e16-3f3d-422f-aba0-8f044d25c2df,Gus Unyil,TOLONG LAH . SEKELAS PEMERINTAH MEMBUAT APLIKASI JANGAN ABAL ABAL. SERVER SERING DOWN. ANGGARAN KALIAN CUKUP BESAR.,2024-11-25 07:27:38
id.go.kpu.sirekap2024,e9597515-54c0-4f96-a7cb-35eb0bcadadc,Muhammadriyan Riyan,Kren,2024-11-25 06:25:07
id.go.kpu.sirekap2024,50ea392b-98ed-489e-a95c-361466dd4180,Arrunie 521,Jeleeeek Banget aplikasi nya,2024-11-25 06:06:20
id.go.kpu.sirekap2024,5d18a1c1-f6b2-4365-9623-1ec2aa6f9477,Zitta Zsesiliakamberekbarias,Good,2024-11-25 01:32:19
id.go.kpu.sirekap2024,1eebed68-b164-46bd-a9e2-796b61e9637f,Putri Rahayu,👍👍👍👍👍👍👍,2024-11-25 00:08:11
id.go.kpu.sirekap2024,7edbf0b7-fa61-4464-b76c-b4fdffdb83f3,Gitaris Warung,Punya saya alhamdulillah aman2 saja,2024-11-25 00:01:29
id.go.kpu.sirekap2024,f38caec5-a460-4766-9b82-ef54edd75370,ER,"Aplikasi kocak, tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah",2024-11-24 21:57:50
id.go.kpu.sirekap2024,8412cb7c-3c9b-46b1-ac21-53dcb00d056a,Indriandi afdel gusman,"Saya ikut ujibeban nasional terjadi masalah ketika c.hasil dan upload berkas lainnya sudah 100% persen dan sudah dibuat salinan untuk pps dan pkk kemudian muncul notif gagal unggah padahal tadinya berhasil diunggah dan sudah 100% jadi 85%, ketika aplikasi memunculkan opsi unggah ulang kemudian diklik masa tiba"" muncul notif berkas sudah pernah diunggah sebelumnya dari server padahal diaplikasi menunjukkan progresnya masih terakhir 85%, smg dvlopr mliht ini karena bsa sangat mengnggu klw di hri H",2024-11-24 21:09:18
id.go.kpu.sirekap2024,a74ab396-2d29-4534-bae4-b5b3cb3e0d80,Darinih Amar,Unggah berkas pdf nya gagal terus gimana pa solusinya,2024-11-24 20:45:40
id.go.kpu.sirekap2024,fd15fab2-5bed-4c98-b29b-7eb4df055be7,Ahmad Penus,"Setelah melakukan beberapa kali uji coba dan uji beban server, apk masih lambat menerima hasil kerja KPPS di kirim hasilnya ke OP, Server masih lemah.",2024-11-24 19:40:09
id.go.kpu.sirekap2024,51cdaf6d-64d7-4c45-b343-8411b1eff267,menolak tidak keadilan harus adil,baru uji beban tingkat nasional aj udh ancur parah😡,2024-11-24 19:20:43
id.go.kpu.sirekap2024,c0a538f5-bbd9-4ab3-a9b7-546473067f7d,Awish Hydra,Gk bisa update,2024-11-24 17:53:11
id.go.kpu.sirekap2024,c0c2d206-a56e-414f-964d-09effe598655,Nathan adrian,"aplikasi pembodohan, update kok smpai 6x, udh gitu lemot,",2024-11-24 17:48:44
id.go.kpu.sirekap2024,025f2847-cb37-4acf-8f07-63d672204cfa,Torikul Huda,Maksain,2024-11-24 17:38:52
id.go.kpu.sirekap2024,4039eedc-7cb9-4162-9b4b-b199b944ef27,Prawirayuda Nutriatmaja,Muter we hayo,2024-11-24 16:58:26
id.go.kpu.sirekap2024,c5042924-10f5-4b1c-b891-a75ed75ef46a,Ahmad Surya,Masih sering force close saat unduh berkas daftar hadir dan C-Hasil,2024-11-24 16:24:00
id.go.kpu.sirekap2024,4bcfc1f0-e975-4969-bf2c-1bdb4b2b4a5e,you snake,-9999 aura,2024-11-24 16:20:02
id.go.kpu.sirekap2024,11ea79a8-f81c-47d3-ac34-4cd31f04610b,Poniman Kalijering,Tidak bisa menggambil gambar/foto setelah di update ke 2.73 (Sebelumnya berfungsi di ver 2.71),2024-11-24 16:13:25
id.go.kpu.sirekap2024,69ea7095-0673-44fd-804f-21f3ba8b255a,Pandi Lavendos,Apk Heng gda krmajuan,2024-11-24 15:43:22
id.go.kpu.sirekap2024,f59cc679-0842-4a36-ae37-07f7812e06b9,Egberth Aprilio Koly,Aplikasi tidak jelas,2024-11-24 15:22:33
id.go.kpu.sirekap2024,45837d23-e6c6-4b3e-aacb-df3f66b072a1,Bayu Prabowo,"Masih banyak masalah, hari ini (minggu)yang seharusnya buat cek ,dan memakai sesi produjinasional2,malah ndak bisa masuk",2024-11-24 15:10:59
id.go.kpu.sirekap2024,42cfaf80-2844-4bcd-95e8-7982376b21c4,Salsa tiara Murti,bgus,2024-11-24 15:10:06
id.go.kpu.sirekap2024,647e4deb-724f-4df6-9856-ccebb653349c,Astry Ningsih,👍👍👍,2024-11-24 14:57:07
id.go.kpu.sirekap2024,b51d6210-ecf3-4167-a526-515199e8690e,Ecen Kansu,Bagus,2024-11-24 14:49:40
id.go.kpu.sirekap2024,5a10176e-ebc0-4be2-ad97-1cbe32fdb74d,Tri Yono,Aplikasi yang sangat kutng berguna dan menambah beban fikiran saja.. Sistrmmasih bobrok pembacaan angka sangat amat tidk mumpuni .. Hapuskan sitekap,2024-11-24 14:23:19
id.go.kpu.sirekap2024,9119937c-7ddc-44ea-bbc8-aebec683363c,fakih purnama,Ok,2024-11-24 14:04:08
id.go.kpu.sirekap2024,214c440f-ad93-4c57-8ad9-2245185b78c7,Khoirul Amin,Mantab.....,2024-11-24 13:21:54
id.go.kpu.sirekap2024,71139182-4e8e-4c71-a629-8daf9e55059e,0123_Rizqi Jelang Ramadani,Diuji teros gak gedein alokasi servernya malah capek jadi kpps sirekap suruh uji teros,2024-11-24 12:48:32
